index,command_vx,command_vy,command_vyaw,start_time,end_time,frame_count,csv_path,npz_path
1,0.2,0.0,0.0,0.4000034559999449,16.674868367000023,815,C:\Users\sinsu\Desktop\soccer_ws\train\processed_walks_001\csv\clip_0001_vxp0.20_vyp0.00_vyawp0.00.csv,C:\Users\sinsu\Desktop\soccer_ws\train\processed_walks_001\npz\clip_0001_vxp0.20_vyp0.00_vyawp0.00.npz
2,0.0,0.0,0.0,17.07832350800004,22.07528932699995,251,C:\Users\sinsu\Desktop\soccer_ws\train\processed_walks_001\csv\clip_0002_vxp0.00_vyp0.00_vyawp0.00.csv,C:\Users\sinsu\Desktop\soccer_ws\train\processed_walks_001\npz\clip_0002_vxp0.00_vyp0.00_vyawp0.00.npz
3,0.0,0.0,1.0,22.480642616999965,30.50671655999995,402,C:\Users\sinsu\Desktop\soccer_ws\train\processed_walks_001\csv\clip_0003_vxp0.00_vyp0.00_vyawp1.00.csv,C:\Users\sinsu\Desktop\soccer_ws\train\processed_walks_001\npz\clip_0003_vxp0.00_vyp0.00_vyawp1.00.npz
4,0.0,0.0,0.0,30.908726679999972,38.19466606799995,365,C:\Users\sinsu\Desktop\soccer_ws\train\processed_walks_001\csv\clip_0004_vxp0.00_vyp0.00_vyawp0.00.csv,C:\Users\sinsu\Desktop\soccer_ws\train\processed_walks_001\npz\clip_0004_vxp0.00_vyp0.00_vyawp0.00.npz
5,0.5,0.0,0.0,38.596771710000006,44.42728999999995,292,C:\Users\sinsu\Desktop\soccer_ws\train\processed_walks_001\csv\clip_0005_vxp0.50_vyp0.00_vyawp0.00.csv,C:\Users\sinsu\Desktop\soccer_ws\train\processed_walks_001\npz\clip_0005_vxp0.50_vyp0.00_vyawp0.00.npz
6,0.0,0.0,0.0,44.82935432900001,49.92280891099995,256,C:\Users\sinsu\Desktop\soccer_ws\train\processed_walks_001\csv\clip_0006_vxp0.00_vyp0.00_vyawp0.00.csv,C:\Users\sinsu\Desktop\soccer_ws\train\processed_walks_001\npz\clip_0006_vxp0.00_vyp0.00_vyawp0.00.npz
7,-0.5,0.0,0.0,50.324776886000016,59.63809546900004,467,C:\Users\sinsu\Desktop\soccer_ws\train\processed_walks_001\csv\clip_0007_vxm0.50_vyp0.00_vyawp0.00.csv,C:\Users\sinsu\Desktop\soccer_ws\train\processed_walks_001\npz\clip_0007_vxm0.50_vyp0.00_vyawp0.00.npz
8,-0.8,0.0,0.0,60.440115540999976,65.44913362999998,251,C:\Users\sinsu\Desktop\soccer_ws\train\processed_walks_001\csv\clip_0008_vxm0.80_vyp0.00_vyawp0.00.csv,C:\Users\sinsu\Desktop\soccer_ws\train\processed_walks_001\npz\clip_0008_vxm0.80_vyp0.00_vyawp0.00.npz
9,0.3,0.0,0.0,66.25122291899996,74.21619161800001,399,C:\Users\sinsu\Desktop\soccer_ws\train\processed_walks_001\csv\clip_0009_vxp0.30_vyp0.00_vyawp0.00.csv,C:\Users\sinsu\Desktop\soccer_ws\train\processed_walks_001\npz\clip_0009_vxp0.30_vyp0.00_vyawp0.00.npz
10,0.0,0.0,-0.5,75.01789053100006,87.52750759600005,626,C:\Users\sinsu\Desktop\soccer_ws\train\processed_walks_001\csv\clip_0010_vxp0.00_vyp0.00_vyawm0.50.csv,C:\Users\sinsu\Desktop\soccer_ws\train\processed_walks_001\npz\clip_0010_vxp0.00_vyp0.00_vyawm0.50.npz
11,0.0,0.4,0.0,88.32903572199999,95.16916684099996,343,C:\Users\sinsu\Desktop\soccer_ws\train\processed_walks_001\csv\clip_0011_vxp0.00_vyp0.40_vyawp0.00.csv,C:\Users\sinsu\Desktop\soccer_ws\train\processed_walks_001\npz\clip_0011_vxp0.00_vyp0.40_vyawp0.00.npz
12,0.0,0.8,0.0,95.97123980999996,102.19240719399997,312,C:\Users\sinsu\Desktop\soccer_ws\train\processed_walks_001\csv\clip_0012_vxp0.00_vyp0.80_vyawp0.00.csv,C:\Users\sinsu\Desktop\soccer_ws\train\processed_walks_001\npz\clip_0012_vxp0.00_vyp0.80_vyawp0.00.npz
13,0.0,-0.8,0.0,102.99519477000004,111.23585431299998,413,C:\Users\sinsu\Desktop\soccer_ws\train\processed_walks_001\csv\clip_0013_vxp0.00_vym0.80_vyawp0.00.csv,C:\Users\sinsu\Desktop\soccer_ws\train\processed_walks_001\npz\clip_0013_vxp0.00_vym0.80_vyawp0.00.npz
14,0.0,0.0,0.0,111.63763956399998,120.85487278699998,462,C:\Users\sinsu\Desktop\soccer_ws\train\processed_walks_001\csv\clip_0014_vxp0.00_vyp0.00_vyawp0.00.csv,C:\Users\sinsu\Desktop\soccer_ws\train\processed_walks_001\npz\clip_0014_vxp0.00_vyp0.00_vyawp0.00.npz
