0.0000000000,0.0000000000,0.3000000000,-0.0158183034,-0.0029305744,-0.9832375653,0.1816179593,0.0075398223,-0.0062831854,0.2000000000,-1.3000000000,0.0000000000,-0.5000000000,0.2000000000,1.3000000000,0.0000000000,0.5000000000,-0.5388342142,0.0524528883,-0.1009002849,0.6815060377,-0.0623393655,-0.0419340804,-0.2363241017,0.0318532065,0.0932707712,0.6120775342,-0.1235231757,-0.0101908213
0.0000000000,0.0000000000,0.3000000000,-0.0135308375,0.0061863512,-0.9853198970,0.1700686512,0.0075398223,-0.0056548668,0.2000000000,-1.3000000000,0.0000000000,-0.5000000000,0.2000000000,1.3000000000,0.0000000000,0.5000000000,-0.5032484379,0.0702457798,-0.1263454224,0.6276094761,0.0379160679,-0.0468604510,-0.2806610864,0.0405816585,0.0637203643,0.6874907986,-0.1550884768,-0.0072798746
0.0000000000,0.0000000000,0.3000000000,-0.0114978443,0.0155389284,-0.9868013258,0.1607777492,0.0062936040,-0.0044086481,0.2000000000,-1.3000000000,0.0000000000,-0.5000000000,0.2000000000,1.3000000000,0.0000000000,0.5000000000,-0.4926313839,0.0780307275,-0.1356145591,0.5960808688,0.0397336491,-0.0458033041,-0.3258949528,0.0379947681,0.0277012563,0.7725395726,-0.1854689990,-0.0026585106
0.0000000000,0.0000000000,0.3000000000,-0.0054696897,0.0139195191,-0.9866628046,0.1620889866,0.0081681414,-0.0046875748,0.2000000000,-1.3000000000,0.0000000000,-0.5000000000,0.2000000000,1.3000000000,0.0000000000,0.5000000000,-0.4901258689,0.0603183334,-0.1316542564,0.5943539592,-0.0145749986,-0.0717437682,-0.3644947643,0.0104052987,0.0054159853,0.8463836816,-0.1941937375,0.0048320769
0.0000000000,0.0000000000,0.3000000000,-0.0014608331,0.0113129668,-0.9874261005,0.1576692070,0.0075398223,-0.0018849556,0.2000000000,-1.3000000000,0.0000000000,-0.5000000000,0.2000000000,1.3000000000,0.0000000000,0.5000000000,-0.4572514803,0.0560213203,-0.1243054444,0.5802217849,-0.0179052463,-0.0753070032,-0.4138504526,-0.0139529183,-0.0081486776,0.9100150083,-0.1964218092,0.0079291637
0.0000000000,0.0000000000,0.3000000000,-0.0001424731,0.0086629732,-0.9892500894,0.1459766875,0.0075398223,0.0012566370,0.2000000000,-1.3000000000,0.0000000000,-0.5000000000,0.2000000000,1.3000000000,0.0000000000,0.5000000000,-0.4417957066,0.0486975722,-0.1036052168,0.5600531146,-0.0379042304,-0.0563893435,-0.4534085121,-0.0331413493,-0.0225194740,0.9555740682,-0.1967200983,0.0087096273
0.0000000000,0.0000000000,0.3000000000,0.0002064050,0.0064823244,-0.9908903894,0.1345145831,0.0075398223,0.0000000000,0.2000000000,-1.3000000000,0.0000000000,-0.5000000000,0.2000000000,1.3000000000,0.0000000000,0.5000000000,-0.4287293081,0.0493539017,-0.0782948348,0.5432191607,-0.0405217183,-0.0491736906,-0.4719344551,-0.0462077373,-0.0407255374,0.9807756427,-0.1978414169,0.0068709682
0.0000000000,0.0000000000,0.3000000000,0.0004740055,0.0052110961,-0.9921534214,0.1249168048,0.0075398223,0.0000000000,0.2000000000,-1.3000000000,0.0000000000,-0.5000000000,0.2000000000,1.3000000000,0.0000000000,0.5000000000,-0.4180424046,0.0531705254,-0.0569209985,0.5271897245,-0.0455002069,-0.0435783542,-0.4769898522,-0.0561770149,-0.0654873398,0.9829623962,-0.1981560290,0.0055168387
0.0000000000,0.0000000000,0.3000000000,-0.0008283488,0.0050930440,-0.9931185547,0.1169996202,0.0075398223,0.0012566370,0.2000000000,-1.3000000000,0.0000000000,-0.5000000000,0.2000000000,1.3000000000,0.0000000000,0.5000000000,-0.4013161309,0.0581263694,-0.0371042957,0.5123255163,-0.0537564770,-0.0316409851,-0.4767023451,-0.0618924753,-0.0959333677,0.9671417042,-0.1983385775,0.0028884473
0.0000000000,0.0000000000,0.3000000000,-0.0015021565,0.0049603809,-0.9941286723,0.1080801608,0.0075398223,0.0006283185,0.2000000000,-1.3000000000,0.0000000000,-0.5000000000,0.2000000000,1.3000000000,0.0000000000,0.5000000000,-0.3853277612,0.0660947300,-0.0172495032,0.4985803590,-0.0650102929,-0.0235431919,-0.4620043386,-0.0654230565,-0.1291458306,0.9334005038,-0.1978928418,0.0019637149
